"Geography","1st centile","5th centile","25th centile","75th centile","95th centile","99th centile","Value","Group","Model","Scenario","ValueType","Creation Day","Creation Month","Creation Year","Day of Value","Month of Value","Year of Value"
"South East",27.8591823124977,33.3049850712409,42.8752559148906,64.5151234748543,88.4585323435549,108.188189481023,53.1425199824598,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,18,2,2020
"South West",3.46967696265006,4.74059026313537,8.23260953556666,15.3750339462552,23.7747598125709,36.892943654233,10.6095740272376,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,18,2,2020
"East of England",7.52947636742957,10.6739585560573,14.8075716101852,28.2646662990042,42.9212813200165,50.9795285163693,20.3501489385918,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,19,2,2020
"London",188.277533736424,206.961098867805,256.85392259013,364.375690769437,449.219962351052,517.076801786524,308.975543870522,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,19,2,2020
"Midlands",45.8274884832842,54.5840793200668,64.944297152283,88.4681696678439,116.938626370515,135.020340367285,75.6602391789853,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,19,2,2020
"North East and Yorkshire",3.7786833723021,4.47179687379287,6.30255188805174,11.3450937670823,15.4288584875032,18.3485084504279,8.58798056938983,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,19,2,2020
"North West",8.66592002886444,10.1380409283312,15.7720778398694,37.1233712528321,55.1283704917456,63.8637035244183,24.728899221206,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,19,2,2020
"South East",47.0494652101336,56.1659261440341,71.8926345824108,107.359169526212,146.329144382513,178.512843564947,88.7805801804757,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,19,2,2020
"South West",5.97046622026683,8.10857053041066,13.9424883419771,25.7225228101115,39.3492983215719,60.6724875351031,17.8735575269063,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,19,2,2020
"East of England",11.809555572399,16.5916760859246,22.8737749648853,43.1325390123856,64.9074760199555,76.7860377356204,31.2238987690801,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,20,2,2020
"London",286.711156846718,314.55318922799,388.922148505038,547.73065445648,672.098841586276,771.791186857143,465.794908333713,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,20,2,2020
"Midlands",70.2341498180374,83.5095325928796,98.9118325560138,133.932952124627,176.183746054332,202.525793020055,114.945040581586,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,20,2,2020
"North East and Yorkshire",5.98913055501076,7.07642917620035,9.91148022455206,17.6035342680489,23.7804873291004,28.1491149187692,13.4088225979502,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,20,2,2020
"North West",13.5779371918582,15.8407188078085,24.3958565301894,56.4428302922922,83.0816044282623,96.0580581884969,37.9656437487388,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,20,2,2020
"South East",71.1054410035283,84.6446051997151,107.976477373696,159.674402880081,216.523135303283,263.850772471633,132.773202489369,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,20,2,2020
"South West",9.1983305133087,12.4331168103296,21.0979586178231,38.5092104161853,58.3714463097049,89.1563633614096,26.9286645866693,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,20,2,2020
"East of England",17.4841129890192,24.3277234197153,33.3310911146788,61.9439056925775,92.4675442568235,108.832852937051,45.2582893959298,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,21,2,2020
"London",410.603234077956,449.85668364212,554.526154198961,775.438305853189,947.237572564523,1084.97305749577,661.562870359066,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,21,2,2020
"Midlands",101.471700692366,120.22112910301,142.054460005698,191.088796070286,249.804616581911,286.302447904092,164.447937419676,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,21,2,2020
"North East and Yorkshire",8.97806350639126,10.5716802285041,14.6990398174848,25.7848292439953,34.5779769442188,40.6841251771154,19.731916709599,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,21,2,2020
"North West",20.0859049374283,23.3535229778192,35.6185399749604,80.8985928760519,117.862797923652,136.121816658814,54.8899174009683,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,21,2,2020
"South East",101.226099852482,120.098844861889,152.712670966129,223.573854687753,301.293948277289,366.387746516403,186.719151355441,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,21,2,2020
"South West",13.360379649847,17.9624484524967,30.0913070977618,54.2161755453309,81.6186253221027,123.236656027465,38.2333376487123,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,21,2,2020
"East of England",25.0182908613325,34.4671031663587,46.916163335255,85.8166517691957,127.017991768056,148.855069853258,63.2362403931252,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,22,2,2020
"London",567.283042802247,620.97939623569,763.305584309368,1059.03263835889,1286.20085220392,1469.44628496658,905.702753608443,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,22,2,2020
"Midlands",141.953899986427,167.097823861295,196.8512317953,262.695027004257,341.390353434581,390.17910801186,227.011229218839,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,22,2,2020
"North East and Yorkshire",13.0381321645762,15.2578339620811,21.0735473093779,36.4779250984351,48.5772056319181,56.9808765501778,28.0735655113822,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,22,2,2020
"North West",28.6615900372758,33.2403284091543,50.1762005071589,111.897921825043,161.377079469964,186.000358935899,76.5807697329152,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,22,2,2020
"South East",138.792961364153,164.498006315705,207.888154767523,301.918609994406,403.330301295051,489.568531867779,253.120375222383,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,22,2,2020
"South West",18.731286876057,25.0315497884625,41.3477498924843,73.6211702577848,109.803530101589,164.031398851743,52.3397411092797,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,22,2,2020
"East of England",35.0563941369933,47.7773780959299,64.536936106244,116.240957739144,170.246390739914,198.744357614061,86.3437865304327,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,23,2,2020
"London",767.216927383325,838.306925831668,1024.74965420137,1410.09535347281,1705.12753699339,1941.95933644035,1211.16017541062,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,23,2,2020
"Midlands",193.597020390542,226.754943922152,266.263831401861,353.039686435617,455.268095333069,519.341282773727,305.885455680967,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,23,2,2020
"North East and Yorkshire",18.4872366200397,21.568240315506,29.5575148174588,50.472117490337,66.745481253559,77.7714555074282,39.0621136183908,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,23,2,2020
"North West",40.0078377464901,46.2547100917557,69.0824149351765,150.954756412281,215.746021799743,247.820463075355,104.363378498897,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,23,2,2020
"South East",185.793486390571,219.682239780237,276.37723887066,397.546150256753,527.585143085816,637.5349165998,334.847878101214,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,23,2,2020
"South West",25.6644054251308,34.0823238429332,55.5548858453419,97.4534827654471,143.963937820678,212.874108090348,69.9430247442223,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,23,2,2020
"East of England",48.4210201655577,65.1679757505699,87.4356958000917,154.911270529199,224.625194181516,260.933326758041,116.075537084418,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,24,2,2020
"London",1019.88503718454,1112.54536002747,1352.17105950252,1847.0861970526,2220.9451849608,2523.13164928597,1592.59939033443,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,24,2,2020
"Midlands",259.39841450307,302.724486596728,354.091267531238,466.470227474743,597.112331374786,680.904897759425,405.69794467309,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,24,2,2020
"North East and Yorkshire",25.8835933193464,30.0575521644482,40.8799911161878,68.7099637051115,90.123889810803,104.683740387252,53.5372657369568,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,24,2,2020
"North West",55.1029873994765,63.5447240151387,93.7413759501729,200.263134974012,283.527355235363,324.600310042559,140.001593957297,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,24,2,2020
"South East",244.617398760272,288.686514103554,361.345544621653,514.596054343126,676.907866395818,815.567575707427,435.813628870275,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,24,2,2020
"South West",34.5794192255851,45.7155380176712,73.5204065375419,126.853118522369,185.405990598134,271.354515154425,91.7826116311471,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,24,2,2020
"East of England",66.1952500972943,87.9569214436147,117.243490606025,204.001436332748,292.835098317551,338.940640636793,154.174913167152,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,25,2,2020
"London",1336.97984154114,1458.58750289013,1764.18469981938,2388.87569115129,2859.24345659896,3240.13047024681,2067.5133826117,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,25,2,2020
"Midlands",343.272591303867,399.362103256666,465.781687882299,608.601291201189,773.776107547613,878.651468547926,531.364017163167,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,25,2,2020
"North East and Yorkshire",35.9205475612393,41.4290217940183,56.0038138376857,92.540318040144,120.475673122612,139.342208468205,72.6010334796223,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,25,2,2020
"North West",75.0602623167058,86.3723473177996,125.971467147028,262.573883627732,368.265209365843,419.655998860987,185.684100872832,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,25,2,2020
"South East",318.607721861511,374.505640555501,466.82941845408,658.253701807585,858.754628627095,1029.79646740634,559.791041002063,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,25,2,2020
"South West",46.0257960771756,60.6450757532944,95.9023089456218,163.088240723012,235.8641386019,341.372323802457,119.152289876954,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,25,2,2020
"East of England",89.832918480485,117.783644763985,155.933983285206,266.520484663267,378.174490114391,436.480836561666,203.36849287779,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,26,2,2020
"London",1743.18168728926,1895.91850288927,2281.93144276013,3060.15814821005,3646.35996320839,4124.72550451284,2662.75797047186,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,26,2,2020
"Midlands",452.487430403404,523.301312398465,607.472035095527,787.966144321089,993.116423795424,1123.44685764997,690.516008847438,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,26,2,2020
"North East and Yorkshire",49.4645576151721,56.7782300460301,75.9140380280055,123.854656432264,159.902431153995,183.751123277845,97.680481234359,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,26,2,2020
"North West",101.401077744896,116.337273646824,167.691320890836,341.36366219156,474.81906938931,537.705882447425,244.133582520782,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,26,2,2020
"South East",411.816077374686,481.958458153752,597.976620628458,833.945613005323,1079.70833691457,1289.92831034656,712.242458266723,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,26,2,2020
"South West",61.0001111150963,79.548500372013,124.127947464768,207.702354270347,297.380655051074,425.716934654684,153.160682124569,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,26,2,2020
"East of England",120.461093010073,157.061708482958,206.273295745878,345.8334376001,483.986757273284,558.080244865664,266.640054707438,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,27,2,2020
"London",2261.26427807513,2448.00920227687,2933.23689818437,3895.92896569184,4621.10778717379,5210.3017382099,3405.34723302144,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,27,2,2020
"Midlands",592.848524586327,681.039004651007,786.552372238905,1013.04604354756,1266.61593420486,1426.85778129687,891.742931422378,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,27,2,2020
"North East and Yorkshire",67.980042653635,77.1945406641496,102.541915099193,164.812602093265,211.050019210442,240.750749108594,130.674192054749,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,27,2,2020
"North West",136.13854210938,155.901904219903,222.139198393952,441.654904274516,607.352610945091,686.540371012059,319.023166831239,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,27,2,2020
"South East",529.171606481643,616.223191024149,760.032347276424,1048.56262445831,1343.90107617708,1604.63279702345,899.515026187564,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,27,2,2020
"South West",80.335566882624,103.743730596186,159.680532285358,262.78923925674,371.910221311609,526.093729839653,195.577438280609,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,27,2,2020
"East of England",161.680309536472,208.402711790074,271.683854940718,446.952108600171,617.343984691051,709.025522443565,347.984260518572,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,28,2,2020
"London",2914.5372851684,3148.68416298637,3752.54232352118,4933.30637255552,5815.6810760775,6535.80284020083,4333.67675488621,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,28,2,2020
"Midlands",771.566617085796,881.804778316275,1014.47040525061,1297.42422134927,1604.51040747154,1804.40862866281,1146.01432402715,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,28,2,2020
"North East and Yorkshire",92.7392979080038,104.716843564226,137.975633900414,218.14957440849,277.105214453984,314.934889218862,174.413202004471,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,28,2,2020
"North West",181.818595797474,207.968490303387,292.965392718361,568.354423740707,773.944953388312,872.026619858443,415.169999241916,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,28,2,2020
"South East",675.531908728501,782.797101219154,959.347383416333,1311.23398650762,1669.51575066864,1981.20313508053,1130.05584797693,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,28,2,2020
"South West",105.142804482317,134.83368432993,204.34238411019,330.570676717515,461.249894081103,647.226601546135,248.755105123306,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,28,2,2020
"East of England",216.091282626356,276.22092912356,356.531504032994,575.115421142833,785.32388861168,899.456708110904,452.550704999297,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,29,2,2020
"London",3740.21989501023,4036.25085613868,4776.60465597453,6225.98697048056,7298.23806938501,8165.54817291292,5489.73779339405,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,29,2,2020
"Midlands",1001.57258294212,1137.53177191856,1303.45816921461,1653.76615916121,2030.73959206809,2277.4636219409,1466.96552307832,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,29,2,2020
"North East and Yorkshire",126.01706834236,142.018872597185,185.076889709128,287.902385461397,362.250270268702,410.66413538385,232.151641111049,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,29,2,2020
"North West",242.711458781632,276.602055428866,384.907061249555,728.372538033855,982.601749181561,1100.68706298255,538.302298615261,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,29,2,2020
"South East",858.577442374324,991.631899389133,1208.33968789708,1633.47143579034,2059.97541177587,2437.56290218214,1414.26540496713,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,29,2,2020
"South West",137.269778220167,174.629773722743,260.438644882707,413.674030970522,572.610612925373,792.492184067314,315.010083985605,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,29,2,2020
"East of England",288.73918141441,364.601964926036,466.022652627151,737.918614978479,997.201236127402,1135.9701482665,587.54921624627,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,1,3,2020
"London",4788.03681186606,5149.96241723977,6062.06850029329,7829.56064792825,9127.57132715169,10161.0193410504,6928.35405819424,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,1,3,2020
"Midlands",1291.47529196205,1462.98784799593,1670.1204282584,2102.42397925238,2558.11985608576,2856.37815846416,1869.72736741518,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,1,3,2020
"North East and Yorkshire",170.965410923424,192.379522057178,247.604119574932,379.003522751011,472.930420227708,533.356632358122,307.942037460786,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,1,3,2020
"North West",323.914920157409,368.21558167629,504.726160287693,930.601801894445,1240.3844428744,1386.71109218658,696.302855326129,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,1,3,2020
"South East",1089.54520300076,1251.78187717929,1518.13014722517,2026.59854093979,2533.88734880206,2981.04054096501,1762.6769564258,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,1,3,2020
"South West",178.967434584156,225.813784837248,330.642706004945,515.851396233292,709.472310529246,966.69060626469,397.893731901173,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,1,3,2020
"East of England",385.203006901601,479.222430009723,608.386986455595,946.308225876284,1262.72376373577,1434.94973988791,760.379459149134,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,2,3,2020
"London",6095.17383622974,6553.8164586173,7679.87550137215,9819.68350328932,11386.6716134102,12622.1539700745,8730.52548569498,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,2,3,2020
"Midlands",1668.3138480225,1875.40552852434,2134.15692588837,2667.33645895637,3217.27493730873,3583.72179839525,2379.17601226051,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,2,3,2020
"North East and Yorkshire",231.339047493723,259.743753814288,331.367275647845,498.566242953671,615.626332167661,692.101676101605,408.140033509319,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,2,3,2020
"North West",430.221346674428,488.19050630526,661.160984450328,1185.04230415604,1563.50919500817,1745.59069887512,899.755658282745,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,2,3,2020
"South East",1378.34802517395,1577.98697562451,1899.69120222489,2508.77335576115,3111.7948999437,3635.87297636224,2192.56418889271,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,2,3,2020
"South West",232.136907480988,291.215553652187,418.77735135843,641.589212445378,875.774684817662,1175.60057133141,501.607724377173,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,2,3,2020
"East of England",510.307165566291,629.381404109571,792.384523646415,1210.82891072128,1596.14676717233,1805.62736640377,983.0041909631,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,3,3,2020
"London",7762.30437696865,8337.71824034542,9701.56858911937,12294.9703106378,14162.8784446675,15677.6055419056,10988.6764370978,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,3,3,2020
"Midlands",2150.17878530535,2405.34233166431,2725.43924385736,3375.95425189106,4036.88085114119,4489.00934088461,3021.12920482706,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,3,3,2020
"North East and Yorkshire",312.374818398297,350.533674682881,442.477683899463,654.787326848344,800.750582813623,897.883262542131,540.041372706089,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,3,3,2020
"North West",570.717968627234,646.566162675847,865.371345876069,1509.51483776661,1970.07801538132,2193.91935197589,1159.99451840945,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,3,3,2020
"South East",1739.88491833599,1983.34676600367,2370.65566317164,3099.07374791157,3814.37990298328,4433.173810232,2722.31136538118,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,3,3,2020
"South West",301.166877464128,373.942954296966,529.826573183565,796.735388221413,1075.64888417666,1424.08685164554,630.247154059768,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,3,3,2020
"East of England",674.389668620062,826.744326998716,1032.64435799072,1548.68885862353,2013.01526547183,2268.78864706439,1268.46429511481,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,4,3,2020
"London",9833.19478377636,10586.6187515926,12248.6139155453,15367.7688089856,17623.6224831264,19438.3116042111,13798.953780053,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,4,3,2020
"Midlands",2771.18683573243,3076.37081413355,3473.48074246813,4264.65985970998,5066.92376731702,5612.88906782174,3833.9449187964,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,4,3,2020
"North East and Yorkshire",422.479622068402,471.740575407367,590.243170658511,858.471177073542,1041.09197072522,1159.25436146039,714.622297878242,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,4,3,2020
"North West",756.908685440289,855.86726986256,1130.48148392089,1918.96793159127,2472.16173614404,2752.52575898753,1492.86558113824,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,4,3,2020
"South East",2191.7550501796,2487.20359777317,2956.45328111083,3816.93401155902,4665.39435588441,5400.80146368701,3374.98545936281,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,4,3,2020
"South West",390.549157016734,479.280664191225,669.657221839178,988.01140743594,1318.69050485153,1720.52184264624,791.220503081293,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,4,3,2020
"East of England",899.188425352923,1087.54821921182,1344.21128579102,1977.4943227657,2533.00616416398,2855.57495510473,1631.6735319106,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,5,3,2020
"London",12480.0118881351,13417.4353037251,15430.9963688819,19186.2403865319,21882.1924068039,24066.5134844433,17318.7382069904,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,5,3,2020
"Midlands",3557.32985662489,3933.56187138265,4421.52985150872,5381.49557580551,6344.25964785108,7000.20406807463,4861.76344105896,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,5,3,2020
"North East and Yorkshire",570.929903179223,634.483871712296,785.640364430134,1124.95415534826,1352.46217414155,1494.31651188725,943.715733033667,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,5,3,2020
"North West",1001.7644516778,1129.72800841469,1476.31522505073,2438.36415528877,3102.08217269835,3447.72573557651,1919.86004087994,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,5,3,2020
"South East",2758.69542123457,3117.51033066303,3686.35160062762,4697.45079345315,5697.37893979219,6569.79313209626,4180.51548888407,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,5,3,2020
"South West",506.299850204037,614.991838297613,844.80346983317,1224.64801864873,1615.25896368226,2075.37368993306,991.912847407742,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,5,3,2020
"East of England",1188.65073445329,1426.43395635952,1748.7495223937,2519.41618601667,3186.4914333664,3583.74967662211,2101.39059551934,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,6,3,2020
"London",15836.2725146706,16977.0701455992,19426.249199764,23932.7713442859,27133.4227838801,29777.2937339363,21711.0434638364,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,6,3,2020
"Midlands",4557.25859639844,5024.31187314917,5620.30643879601,6789.31051470786,7938.75379089846,8735.10493419562,6157.56403557893,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,6,3,2020
"North East and Yorkshire",769.327148288281,853.720764267635,1047.25500507711,1472.85419670895,1751.45127591194,1930.55256103469,1245.72109182525,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,6,3,2020
"North West",1326.61293643994,1493.84583110794,1925.90311610758,3094.77664467159,3894.41551702603,4317.8076084204,2470.12353542616,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,6,3,2020
"South East",3468.9592602106,3900.64404057962,4585.21256723796,5780.51562738553,6952.69447279018,7970.73451379315,5165.27918002387,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,6,3,2020
"South West",653.704217836668,785.799800572838,1063.43364853253,1514.94656363701,1972.70175971612,2500.00798331384,1241.86912975884,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,6,3,2020
"East of England",1584.59540758153,1869.68314604397,2272.96379657847,3212.48675470706,4015.03813300846,4490.83113871778,2706.09246842479,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,7,3,2020
"London",20022.9900742854,21496.0680710258,24435.5766192713,29819.3060305139,33647.0904691694,36762.9394263561,27167.6625611545,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,7,3,2020
"Midlands",5842.20469904277,6410.36149836791,7139.9118616826,8560.65954333377,9906.17088869368,10886.9084430974,7786.4452617179,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,7,3,2020
"North East and Yorkshire",1034.36120676827,1148.8348590802,1393.85211630901,1925.35247073186,2273.85641253746,2496.39121519154,1643.30313602708,"PHE/Cambridge","Regional/age","Forecast","infections_cum",3,6,2020,7,3,2020
