2020-08-27	0	0	0	1
2020-08-28	0	0	1	1
2020-08-29	0	0	0	2
2020-08-30	0	0	0	0
2020-08-31	0	0	0	0
2020-09-01	0	0	0	1
2020-09-02	0	0	1	1
2020-09-03	0	0	0	1
2020-09-04	0	0	0	1
2020-09-05	0	0	1	3
2020-09-06	0	0	0	1
2020-09-07	0	0	0	2
2020-09-08	0	0	0	0
2020-09-09	0	0	0	3
2020-09-10	0	0	0	2
2020-09-11	0	1	1	1
2020-09-12	0	0	1	2
2020-09-13	0	0	2	2
2020-09-14	0	0	1	3
2020-09-15	0	0	0	3
2020-09-16	0	0	1	3
2020-09-17	0	0	1	6
2020-09-18	0	0	1	4
2020-09-19	1	0	1	1
2020-09-20	0	0	0	8
2020-09-21	0	0	1	9
2020-09-22	0	0	1	6
2020-09-23	0	0	2	6
2020-09-24	0	0	1	4
2020-09-25	0	0	0	7
2020-09-26	0	0	0	10
2020-09-27	0	0	1	12
2020-09-28	0	0	1	5
2020-09-29	0	0	0	7
2020-09-30	0	0	2	4
2020-10-01	1	0	4	5
2020-10-02	0	0	6	20
2020-10-03	0	0	3	11
2020-10-04	0	0	4	10
2020-10-05	0	0	4	14
2020-10-06	0	0	2	15
2020-10-07	1	0	2	17
2020-10-08	0	0	2	20
2020-10-09	2	1	2	12
2020-10-10	0	1	4	22
2020-10-11	0	0	5	20
2020-10-12	0	1	3	20
2020-10-13	1	1	1	20
2020-10-14	0	1	3	25
2020-10-15	1	1	4	23
2020-10-16	0	1	8	24
2020-10-17	1	1	6	37
2020-10-18	0	2	10	18
2020-10-19	0	1	4	36
2020-10-20	0	2	9	33
2020-10-21	0	2	13	42
2020-10-22	0	0	8	37
2020-10-23	0	0	6	41
2020-10-24	0	1	8	45
2020-10-25	1	1	9	47
2020-10-26	0	0	0	0
